902009041006000000,Валютный рынок
902009095000000000,Эмитенты: Существенные События
902009096000000000,Комментарии аналитиков
902010003000000000,Новости ТЭК
902015003000000000,Интерфакс - Москва
902015007000000000,Новости Центральной России
902015008010000000,Интерфакс - Центр. Экономика
902015010000000000,Интерфакс-Поволжье
902015015005000000,Интерфакс-Поволжье. Происшествия
902015015010000000,Интерфакс-Поволжье. Экономика
902015015015000000,Интерфакс-Поволжье. Общество
902015020000000000,Новости Урала
902015025010000000,Интерфакс-Урал. Экономика
902015025015000000,Интерфакс-Урал. Общество
902015030000000000,Новости Юга России
902015032000000000,Экономика Юга
902015033000000000,Экономика Юга России (закрытый)
902015035005000000,Интерфакс-Юг. Происшествия
902015035010000000,Интерфакс-Юг. Экономика
902015035015000000,Интерфакс-Юг. Общество
902015050000000000,Новости Сибири
902015055005000000,Интерфакс-Сибирь. Происшествия
902015055010000000,Интерфакс-Сибирь. Экономика
902015055015000000,Интерфакс-Сибирь. Общество
902015060000000000,Новости Северо-Запада
902015065005000000,Интерфакс-Северо-Запад. Происшествия
902015065010000000,Интерфакс-Северо-Запад. Экономика
902015065015000000,Интерфакс-Северо-Запад. Общество
902015070000000000,Новости Дальнего Востока
902015071005000000,Интерфакс-ДВ. Происшествия
902015071015000000,Интерфакс-ДВ. Общество
902015081000000000,Спецпроекты МЧС
902020002000000000,Новости СНГ
902020005000000000,Центральная Азия
902030010000000000,Международные новости
902051001000000000,В перевод (K)
902051004000000000,В перевод (NSE)
902900002000000000,ТЕСТ из Издательской Системы
905065066082068032,"ABRD - ПАО ""Абрау-Дюрсо"""
905065070075083032,"AFKS  - ОАО ""Акционерная финансовая корпорация ""Система"""
905065070076084032,"AFLT  - ПАО ""Аэрофлот - российские авиалинии"""
905065075066082032,"AKBR  - ОАО ""Акционерный коммерческий банк ""АК БАРС"""
905065075082078032,"AKRN  - ОАО ""Акрон"""
905065076082083032,"ALRS  - ЗАО ""Акционерная компания ""АЛРОСА"""
905065077069090032,"AMEZ - ПАО ""Ашинский метзавод"""
905065080084075032,"APTK  - ПАО ""Аптечная сеть 36,6"""
905065081085065032,"AQUA - ПАО ""Русская аквакультура"""
905065086065090032,"AVAZ  - ОАО ""АВТОВАЗ"""
905066065078069032,"BANE  - ПАО ""Акционерная нефтяная компания ""Башнефть"""
905066065083067032,"BASC  - АО ""Башкирская содовая компания"""
905066069076085032,"BELU - ПАО ""Белуга групп"""
905066076078071032,"BLNG - ОАО ""Белон"""
905066082083090032,"BRSZ  - ОАО ""Березниковский содовый завод"""
905066083080066032,"BSPB  - ПАО ""Банк Санкт-Петербург"""
905067066079077032,"CBOM  - ОАО ""Московский Кредитный Банк"""
905067072069080032,"CHEP  - ПАО ""Челябинский трубопрокатный завод"""
905067072077070032,"CHMF  - ПАО ""Северсталь"""
905067072077075032,"CHMK  - ПАО ""Челябинский металлургический комбинат"""
905067078084076032,"CNTL  - ПАО ""Центральный телеграф"""
905068083075089032,"DSKY - ПАО ""Детский мир"""
905069076084090032,"ELTZ  - ОАО ""Электроцинк"""
905069078080071032,"ENPG - ПАО ""Эн+ груп"""
905070069069083032,"FEES  - ПАО  ""Федеральная сетевая компания Единой энерг. системы"""
905070069083072032,"FESH  - ПАО ""Дальневосточное морское пароходство"""
905070073086069032,FIVE -  X5 Retail Group N.V.
905070073088080032,FIXP - Fix Price Group
905070076079084032,"FLOT - ПАО ""Совкомфлот"""
905071065090080032,"GAZP  - ПАО ""Газпром"""
905071067072069032,"GCHE  - ПАО ""Группа Черкизово"""
905071077075078032,"GMKN  - ПАО ""Горно-металлургическая компания ""Норильский никель"""
905071090080082032,"GZPR  - АО ""Газпромбанк"""
905072065078070032,"HANF - АО ""ННК-Хабаровскнефтепродукт"""
905072072082085032,HHRU - Headhunter Group PLC
905072078080090032,"HNPZ  - АО ""ННК-Хабаровский НПЗ"""
905072089068082032,"HYDR  - ОАО ""РусГидро"""
905073082065079032,"IRAO - ПАО ""Интер РАО ЕЭС"""
905073082071090032,IRGZ  - Иркутское ПАО энергетики и электрификации
905073083075074032,"ISKJ  - ПАО ""Институт стволовых клеток человека"""
905074078079083032,"JNOS  - ОАО ""Славнефть-Ярославнефтеоргсинтез"""
905075066084075032,"KBTK - ПАО ""Кузбасская топливная компания"""
905075077065090032,"KMAZ  - ПАО ""КАМАЗ"""
905075079071075032,"KOGK  - ОАО ""Коршуновский ГОК"""
905075082075078032,"KRKN  - ПАО ""Саратовский нефтеперерабатывающий завод"""
905075082083066032,"KRSB  - ПАО ""Красноярскэнергосбыт"""
905075082083071032,"KRSG  - ПАО ""Красноярская ГЭС"""
905075085066069032,"KUBE  - ПАО ""Россети Кубань"""
905076075079072032,"LKOH  - ПАО ""Нефтяная компания ""ЛУКОЙЛ"""
905076078084065032,LNTA  - Lenta Ltd.
905076078090076032,"LNZL  - ОАО ""Лензолото"""
905076083078071032,"LSNG  - ПАО ""Россети Ленэнерго"""
905076083082071032,"LSRG  - ПАО ""Группа ЛСР"""
905076086072075032,"LVHK  - ОАО ""Левенгук"""
905077065071069032,"MAGE  - ПАО энергетики и электрификации ""Магаданэнерго"""
905077065071078032,"MAGN  - ПАО ""Магнитогорский металлургический комбинат"""
905077065073076032,MAIL  - Mail.ruGroupLtd.
905077068077071032,MDMG  -  GDR MD Medical Group Investments plc
905077071078084032,"MGNT  - ПАО ""Магнит"""
905077071078090032,"MGNZ  - ОАО ""Соликамский магниевый завод"""
905077079069088032,"MOEX - ОАО ""Московская биржа"""
905077079073066032,"MOIB  - ПАО АКБ ""Московский Индустриальный банк"""
905077082075067032,"MRKC  - ПАО ""Межрегиональная распред. сетевая компания Центра"""
905077082075075032,"MRKK  - ПАО ""Россети Северный Кавказ"""
905077082075083032,"MRKS  - ПАО ""Россети Сибирь"""
905077082075085032,"MRKU  - ПАО ""Межрегион. распред. сетевая компания Урала"""
905077082075086032,"MRKV  - ПАО ""Россети Волга"""
905077082075089032,"MRKY  - ПАО ""Россети юг"""
905077083078071032,"MSNG  - ПАО энергетики и электрификации ""Мосэнерго"""
905077083082083032,"MSRS  - ПАО ""Россети Московский регион"""
905077084076082032,MTLR  - ПАО «Мечел»
905077084083083032,"MTSS  - ПАО ""Мобильные ТелеСистемы"""
905077086073068032,"MVID  - ПАО ""М.Видео"""
905078070065090032,"NFAZ  - ОАО ""Нефтекамский Автозавод"""
905078075072080032,"NKHP  - ПАО ""Новороссийский комбинат хлебопродуктов"""
905078075078067032,"NKNC  - ПАО ""Нижнекамскнефтехим"""
905078076077075032,"NLMK  - ПАО ""Новолипецкий металлургический комбинат"""
905078079077080032,"NOMP  - ПАО ""Новороссийское морское пароходство"""
905078086084075032,"NVTK  - ПАО ""НОВАТЭК"""
905079070067066032,"OPEN  - ПАО Банк ""ФК Открытие"""
905079071075066032,"OGKB  - ПАО ""Вторая ген. компания опт. рынка электроэнергии"""
905079075069089032,OKEY  - OKEY Group S.A.
905079080069078032,"OPEN  - ПАО Банк ""ФК Открытие"""
905079090079078032,OZON - ADR Ozon Holdings PLC
905080073075075032,PIKK  - ПАО Группа Компаний ПИК
905080076090076032,"PLZL  - ПАО ""Полюс"""
905080079076089032,POLY - Polymetal International plc
905080083075066032,"PSKB   - ПАО ""Промсвязьбанк"""
905081073087073032,QIWI  - Qiwi plc
905082065083080032,"RASP  - ПАО ""Распадская"""
905082071083083032,"RGSS  - ПАО ""Российская государственная страховая компания"""
905082075075069032,"RKKE  - ПАО ""Ракетно-космическая корпорация ""Энергия"" имени С.П.Королева"""
905082078070084032,"RNFT  - ОАО Нефтегазовая компания ""РуссНефть"""
905082079076079032,"ROLO  - ОАО ""Русолово"""
905082079083066032,"ROSB  - ПАО АКБ ""РОСБАНК"""
905082079083078032,"ROSN  - ПАО ""НК Роснефть"""
905082079083084032,"ROST - ПАО ""Росинтер Ресторантс Холдинг"""
905082083084073032,"RSTI - ПАО ""Российские сети”"
905082084086076032,"RTVL  - ПАО ""Роствертол"""
905082085065076032,RUAL  - Rusal plc
905082085071082032,"RUGR - ""ПАО Русгрэйн холдинг"""
905082090072068032,"RZHD  - ОАО ""Российские Железные Дороги"""
905083066069082032,SBER  - Акционерный коммерческий Сберегательный банк Российской Федерации (ОАО)
905083069076071032,"SELG  - ПАО ""Селигдар"""
905083069086071032,"SEVG  - ОАО энергетики и электрификации ""Севкавказэнерго"""
905083070073078032,"SFIN  - ПАО ""Сафмар финансовые инвестиции"""
905083073066078032,"SIBN  - ПАО ""Газпром Нефть"""
905083077076084032,"SMLT - ПАО ""ГК ""Самолет"""
905083078071083032,"SNGS  - ОАО ""Сургутнефтегаз"""
905083086065086032,"SVAV  - ОАО ""СОЛЛЕРС"""
905084065084078032,"TATN  - ПАО ""Татнефть"" имени В.Д.Шашина"
905084067083071032,TCSG - TCS Group PLC
905084071075065032,"TGKA  - ПАО ""Территориальная генерирующая компания №1"""
905084071075066032,"TGKB  - ОАО ""Территориальная генерирующая компания №2"""
905084071075068032,"TGKD - ПАО ""Квадра – Генерирующая компания"""
905084071075074032,"TGKJ  - ОАО ""Фортум"""
905084079082083032,"TORS  - ПАО ""Томская распределительная компания"""
905084082070077032,"TRFM - ПАО ""Трансфин-М"""
905084082077075032,"TRMK  - ПАО ""Трубная металлургическая компания"""
905084082078070032,"TRNF  - ПАО ""Акционерная компания по транспорту нефти ""Транснефть"""
905084084076075032,"TTLK - ПАО ""Таттелеком"""
905085066082068032,UBRD  - Уральский банк реконструкции и развития
905085070079083032,"UFOS  - ПАО ""Уфаоргсинтез"""
905085078065067032,"UNAC  - ПАО ""Объединенная авиастроительная корпорация"""
905085078075076032,"UNKL  - ПАО ""Южуралникель"""
905085080082079032,"UPRO  - ПАО ""Юнипро"""
905085082065076032,"URAL  - АК ""Уральские авиалинии"""
905085083066078032,"USBN  - ПАО ""Банк ""УРАЛСИБ"""
905085087071078032,"UWGN  - ПАО ""Научно-производственная корпорация ""Объединенная вагонная компания"""
905086069066077032,"VEBM  - ГК ""Внешэкономбанк"""
905086074071090032,"VJGZ  - ПАО ""Варьеганнефтегаз"""
905086083077079032,"VSMO  - ОАО ""АВИСМА титано-магниевый комбинат"""
905086084066082032,VTBR  - ПАО «Банк ВТБ»
905086090082090032,"VZRZ  - ПАО Банк ""Возрождение"""
905089065075071032,"YAKG - ОАО ""Якутская топливно-энергетическая компания"""
905089078068088032,"YNDX - ОАО ""Яндекс"""
905090065080075032,"ZAPK  - ПАО ""Запсибкомбанк"""
905090069078084032,"ZENT  - ПАО ""Банк ЗЕНИТ"""
910065065076032032,AAL  - American Airlines Group
910065065080076032,AAPL  - Apple Inc.
910065068080032032,ADP  - Automatic Data Processing
910065077068032032,AMD  - Advanced Micro Devices
910065077090078032,AMZN  - Amazon
910065084086073032,ATVI  - Activision Blizzard
910066065032032032,BA  - Boeing Co.
910066065067032032,BAC  - Bank of America Corp.
910066066066089032,BBBY  - Bed Bath & Beyond
910067077069032032,CME  - CME Group
910067079070032032,COF  - Capital One Financial
910068071032032032,DG  - Dollar General
910068076084082032,DLTR  - Dollar Tree
910071079079071032,GOOG  - Alphabet
910071083032032032,GS  - Goldman Sachs Group
910073078084067032,INTC  - Intel Corp.
910074078074032032,JNJ  - Johnson & Johnson
910074080077032032,JPM  - JPMorgan Chase & Co.
910076085086032032,LUV  - Southwest Airlines Co.
910077082078065032,MRNA  - Moderna
910077083032032032,MS - Morgan Stanley
910077083070084032,MSFT  - Microsoft Corporation
910078070076088032,"NFLX  - Netflix, Inc."
910080070069032032,PFE  - Pfizer
910080073078083032,PINS  - Pinterest
910080082085032032,PRU  - Prudential Financial
910083066085088032,SBUX  - Starbucks
910083078089032032,SNY  - Sanofi
910084032032032032,T  - AT&T
910084083076065032,TSLA  - Tesla
910084087084082032,TWTR  - Twitter Inc.
910087066065032032,WBA  - Walgreens Boots Alliance
910087070067032032,WFC  - Wells Fargo & Company
910087077084032032,WMT  - Walmart
920015000000000000,Комментарий
920020000000000000,Таблица
925005000000000000,СНГ
925010000000000000,Америка
925015000000000000,Европа
925020000000000000,Азия
925025000000000000,Африка
925030000000000000,Латинская Америка
925035000000000000,Океания
950015000000000000,Выборы и референдумы
950025000000000000,Интерфакс - Москва
950030000000000000,Международные новости
950035000000000000,Новости Интерфакса
950045000000000000,Новости СНГ
950050000000000000,Центральная Азия
950060000000000000,Экспресс
950210000000000000,Военные новости
950260000000000000,Новости ТЭК
950295000000000000,Интерфакс - Металлы
950305000000000000,Новости дня: экономика
950310000000000000,Новости фондового рынка
950320000000000000,Финансово - экономические новости. Краткая версия
950325000000000000,Финансово - экономические новости. Полная версия
950370000000000000,Интерфакс - Поволжье
950375000000000000,Новости Северо - Запада
950380000000000000,Новости Сибири
950385000000000000,Новости рынка инфокоммуникаций
950390000000000000,Новости Урала
950395000000000000,Новости Центральной России
950400000000000000,Новости Юга и Северного Кавказа
950410000000000000,Религия
950412000000000000,Новости Транспорта
950463000000000000,Новости рынка золота
950473000000000000,Новости Дальнего Востока
950486000000000000,Новости экономики  Юга и Северного Кавказа
950497000000000000,Новости Энергетики
950506000000000000,Новости Банков
950516000000000000,Новости АПК
950521000000000000,Интерфакс. Новости бизнеса и политики
951001000000000000,Эмитенты: Существенные События
951005000000000000,Комментарии аналитиков
951851001000000000,Администрация Свердловской области
951851003000000000,Интерфакс - Металлы. Уголь
951851004000000000,Интерфакс - Металлы. Машиностроение
951851005000000000,Интерфакс - Металлы. Драгметаллы
951851006000000000,Интерфакс - Металлы. Черные металлы
951851007000000000,Интерфакс - Металлы. Цветные металлы
951851008000000000,Валютный рынок
959001000000000000,Интерфакс Новости компаний и рынков
